Material_ID,Material_Description,Category,Unit_Price,Stock_Quantity,Vendor_Code,Last_Updated,Active_Status
15710,Product_15710,Alcohol,335.64,848,V002,1985-09-07 11:05:32.762723,Y
15711,Product_15711,Beverages,307.86,744,V004,1985-09-06 11:05:32.762725,N
15712,Product_15712,Beverages,464.87,507,V003,1985-09-05 11:05:32.762727,N
15713,Product_15713,Alcohol,67.81,358,V004,1985-09-04 11:05:32.762729,Y
15714,Product_15714,Beverages,140.27,420,V002,1985-09-03 11:05:32.762731,Y
15715,Product_15715,Beverages,468.33,986,V002,1985-09-02 11:05:32.762733,N
15716,Product_15716,Alcohol,250.08,647,V004,1985-09-01 11:05:32.762735,
15717,Product_15717,Raw Material,154.54,659,V002,1985-08-31 11:05:32.762737,Y
15718,Product_15718,Raw Material,33.27,837,V001,1985-08-30 11:05:32.762739,
15719,Product_15719,Raw Material,14.65,22,V002,1985-08-29 11:05:32.762742,
15720,Product_15720,Merchandise,461.9,805,V003,1985-08-28 11:05:32.762744,
15721,Product_15721,Raw Material,101.37,195,V001,1985-08-27 11:05:32.762746,N
15722,Product_15722,Snacks,241.89,414,V005,1985-08-26 11:05:32.762748,
15723,Product_15723,Alcohol,379.28,882,V003,1985-08-25 11:05:32.762750,Y
15724,Product_15724,Merchandise,104.46,873,V003,1985-08-24 11:05:32.762752,
15725,Product_15725,Snacks,453.14,433,V002,1985-08-23 11:05:32.762754,Y
15726,Product_15726,Raw Material,356.96,620,V003,1985-08-22 11:05:32.762756,
15727,Product_15727,Beverages,47.3,103,V001,1985-08-21 11:05:32.762758,
15728,Product_15728,Beverages,407.13,30,V002,1985-08-20 11:05:32.762760,N
15729,Product_15729,Beverages,437.23,996,V002,1985-08-19 11:05:32.762762,Y
15730,Product_15730,Raw Material,42.61,646,V002,1985-08-18 11:05:32.762764,
15731,Product_15731,Alcohol,371.8,165,V003,1985-08-17 11:05:32.762766,N
15732,Product_15732,Merchandise,236.06,751,V001,1985-08-16 11:05:32.762768,Y
15733,Product_15733,Alcohol,446.08,149,V003,1985-08-15 11:05:32.762770,
15734,Product_15734,Merchandise,369.01,677,V001,1985-08-14 11:05:32.762772,
15735,Product_15735,Beverages,298.81,965,V003,1985-08-13 11:05:32.762774,
15736,Product_15736,Alcohol,306.09,912,V005,1985-08-12 11:05:32.762776,
15737,Product_15737,Merchandise,437.92,286,V001,1985-08-11 11:05:32.762778,N
15738,Product_15738,Beverages,60.77,951,V003,1985-08-10 11:05:32.762780,
15739,Product_15739,Alcohol,452.02,702,V001,1985-08-09 11:05:32.762782,N
15740,Product_15740,Beverages,473.28,667,V003,1985-08-08 11:05:32.762784,
15741,Product_15741,Raw Material,272.52,532,V005,1985-08-07 11:05:32.762786,Y
15742,Product_15742,Merchandise,334.78,14,V002,1985-08-06 11:05:32.762788,Y
15743,Product_15743,Snacks,198.57,734,V001,1985-08-05 11:05:32.762790,
15744,Product_15744,Beverages,408.29,63,V002,1985-08-04 11:05:32.762793,Y
15745,Product_15745,Beverages,68.62,227,V003,1985-08-03 11:05:32.762795,Y
15746,Product_15746,Beverages,452.03,341,V004,1985-08-02 11:05:32.762797,Y
15747,Product_15747,Raw Material,177.36,989,V004,1985-08-01 11:05:32.762799,N
15748,Product_15748,Beverages,224.26,729,V003,1985-07-31 11:05:32.762801,
15749,Product_15749,Raw Material,198.49,327,V003,1985-07-30 11:05:32.762803,Y
15750,Product_15750,Merchandise,38.99,154,V002,1985-07-29 11:05:32.762805,
15751,Product_15751,Raw Material,407.2,248,V002,1985-07-28 11:05:32.762807,
15752,Product_15752,Alcohol,484.83,-4,V003,1985-07-27 11:05:32.762809,
15753,Product_15753,Raw Material,269.94,502,V003,1985-07-26 11:05:32.762811,N
15754,Product_15754,Beverages,267.61,564,V004,1985-07-25 11:05:32.762813,N
15755,Product_15755,Beverages,372.83,363,V001,1985-07-24 11:05:32.762815,Y
15756,Product_15756,Beverages,486.92,813,V002,1985-07-23 11:05:32.762817,
15757,Product_15757,Beverages,112.04,817,V004,1985-07-22 11:05:32.762819,
15758,Product_15758,Alcohol,187.35,375,V003,1985-07-21 11:05:32.762821,Y
15759,Product_15759,Merchandise,198.44,933,V003,1985-07-20 11:05:32.762823,
15760,Product_15760,Alcohol,481.14,190,V002,1985-07-19 11:05:32.762825,Y
15761,Product_15761,Snacks,145.63,528,V005,1985-07-18 11:05:32.762827,Y
15762,Product_15762,Merchandise,107.27,286,V002,1985-07-17 11:05:32.762829,N
15763,Product_15763,Snacks,184.28,881,V003,1985-07-16 11:05:32.762831,N
15764,Product_15764,Alcohol,56.8,407,V005,1985-07-15 11:05:32.762833,Y
15765,Product_15765,Alcohol,404.54,996,V005,1985-07-14 11:05:32.762835,
15766,Product_15766,Beverages,68.28,788,V002,1985-07-13 11:05:32.762837,
15767,Product_15767,Raw Material,185.53,468,V002,1985-07-12 11:05:32.762839,N
15768,Product_15768,Merchandise,380.27,409,V003,1985-07-11 11:05:32.762841,
15769,Product_15769,Merchandise,56.91,150,V001,1985-07-10 11:05:32.762844,Y
15770,Product_15770,Beverages,208.19,541,V003,1985-07-09 11:05:32.762846,N
15771,Product_15771,Raw Material,344.55,623,V004,1985-07-08 11:05:32.762848,N
15772,Product_15772,Alcohol,171.66,423,V005,1985-07-07 11:05:32.762850,N
15773,Product_15773,Merchandise,71.58,799,V004,1985-07-06 11:05:32.762852,N
15774,Product_15774,Raw Material,188.46,995,V002,1985-07-05 11:05:32.762854,
15775,Product_15775,Snacks,262.36,535,V004,1985-07-04 11:05:32.762856,
15776,Product_15776,Raw Material,340.12,876,V001,1985-07-03 11:05:32.762858,Y
15777,Product_15777,Snacks,311.33,445,V005,1985-07-02 11:05:32.762860,
15778,Product_15778,Alcohol,415.3,154,V004,1985-07-01 11:05:32.762862,Y
15779,Product_15779,Beverages,88.91,489,V005,1985-06-30 11:05:32.762864,N
15780,Product_15780,Merchandise,347.97,933,V002,1985-06-29 11:05:32.762866,
15781,Product_15781,Merchandise,461.69,125,V004,1985-06-28 11:05:32.762868,Y
15782,Product_15782,Merchandise,74.05,719,V001,1985-06-27 11:05:32.762870,
15783,Product_15783,Beverages,450.76,28,V001,1985-06-26 11:05:32.762872,
15784,Product_15784,Merchandise,468.82,218,V004,1985-06-25 11:05:32.762874,N
15785,Product_15785,Raw Material,180.03,292,V003,1985-06-24 11:05:32.762876,
15786,Product_15786,Raw Material,235.76,876,V004,1985-06-23 11:05:32.762878,Y
15787,Product_15787,Merchandise,276.94,477,V002,1985-06-22 11:05:32.762880,N
15788,Product_15788,Beverages,21.26,197,V001,1985-06-21 11:05:32.762882,Y
15789,Product_15789,Merchandise,223.1,775,V004,1985-06-20 11:05:32.762884,N
15790,Product_15790,Beverages,54.55,815,V002,1985-06-19 11:05:32.762886,N
15791,Product_15791,Beverages,498.05,797,V005,1985-06-18 11:05:32.762888,
15792,Product_15792,Merchandise,284.63,185,V003,1985-06-17 11:05:32.762890,Y
15793,Product_15793,Beverages,333.89,157,V005,1985-06-16 11:05:32.762894,N
15794,Product_15794,Merchandise,158.34,327,V004,1985-06-15 11:05:32.762897,
15795,Product_15795,Alcohol,112.08,606,V004,1985-06-14 11:05:32.762899,
15796,Product_15796,Snacks,467.31,895,V004,1985-06-13 11:05:32.762901,Y
15797,Product_15797,Merchandise,62.42,846,V005,1985-06-12 11:05:32.762903,
15798,Product_15798,Snacks,390.62,417,V001,1985-06-11 11:05:32.762905,
15799,Product_15799,Alcohol,286.48,786,V003,1985-06-10 11:05:32.762907,
15800,Product_15800,Snacks,404.91,654,V002,1985-06-09 11:05:32.762909,N
15801,Product_15801,Merchandise,357.64,89,V004,1985-06-08 11:05:32.762911,
15802,Product_15802,Raw Material,256.89,896,V001,1985-06-07 11:05:32.762913,N
15803,Product_15803,Merchandise,354.93,268,V005,1985-06-06 11:05:32.762915,Y
15804,Product_15804,Merchandise,273.94,576,V001,1985-06-05 11:05:32.762917,N
15805,Product_15805,Alcohol,359.47,115,V005,1985-06-04 11:05:32.762919,N
15806,Product_15806,Alcohol,142.59,905,V004,1985-06-03 11:05:32.762921,
15807,Product_15807,Snacks,122.13,846,V002,1985-06-02 11:05:32.762923,Y
15808,Product_15808,Snacks,267.43,213,V002,1985-06-01 11:05:32.762925,N
15809,Product_15809,Beverages,33.59,755,V001,1985-05-31 11:05:32.762927,N
15810,Product_15810,Beverages,433.56,681,V002,1985-05-30 11:05:32.762929,N
15811,Product_15811,Merchandise,492.92,711,V002,1985-05-29 11:05:32.762931,N
15812,Product_15812,Raw Material,317.36,854,V003,1985-05-28 11:05:32.762933,
15813,Product_15813,Raw Material,131.25,798,V005,1985-05-27 11:05:32.762935,
15814,Product_15814,Alcohol,373.81,78,V003,1985-05-26 11:05:32.762937,Y
15815,Product_15815,Beverages,296.77,489,V005,1985-05-25 11:05:32.762939,
15816,Product_15816,Beverages,288.43,244,V002,1985-05-24 11:05:32.762941,Y
15817,Product_15817,Alcohol,157.54,552,V003,1985-05-23 11:05:32.762943,
15818,Product_15818,Snacks,262.6,391,V004,1985-05-22 11:05:32.762946,Y
15819,Product_15819,Snacks,370.18,885,V003,1985-05-21 11:05:32.762948,N
15820,Product_15820,Snacks,288.39,596,V002,1985-05-20 11:05:32.762950,
15821,Product_15821,Snacks,414.27,396,V005,1985-05-19 11:05:32.762952,N
15822,Product_15822,Raw Material,376.75,839,V005,1985-05-18 11:05:32.762954,Y
15823,Product_15823,Beverages,61.93,963,V005,1985-05-17 11:05:32.762956,N
15824,Product_15824,Snacks,420.97,420,V005,1985-05-16 11:05:32.762958,N
15825,Product_15825,Beverages,179.58,589,V005,1985-05-15 11:05:32.762960,Y
15826,Product_15826,Merchandise,115.52,181,V005,1985-05-14 11:05:32.762962,Y
15827,Product_15827,Alcohol,448.45,143,V001,1985-05-13 11:05:32.762964,Y
15828,Product_15828,Merchandise,106.78,873,V004,1985-05-12 11:05:32.762966,N
15829,Product_15829,Raw Material,317.21,395,V005,1985-05-11 11:05:32.762968,N
15830,Product_15830,Merchandise,43.83,267,V005,1985-05-10 11:05:32.762970,Y
15831,Product_15831,Raw Material,63.19,285,V003,1985-05-09 11:05:32.762972,N
15832,Product_15832,Merchandise,470.91,48,V005,1985-05-08 11:05:32.762974,Y
15833,Product_15833,Alcohol,41.68,35,V001,1985-05-07 11:05:32.762976,
15834,Product_15834,Raw Material,288.92,592,V004,1985-05-06 11:05:32.762978,N
15835,Product_15835,Alcohol,197.84,448,V003,1985-05-05 11:05:32.762980,N
15836,Product_15836,Beverages,244.11,929,V005,1985-05-04 11:05:32.762982,Y
15837,Product_15837,Merchandise,172.63,111,V001,1985-05-03 11:05:32.762984,N
15838,Product_15838,Merchandise,251.45,911,V004,1985-05-02 11:05:32.762986,
15839,Product_15839,Merchandise,430.94,45,V005,1985-05-01 11:05:32.762988,
15840,Product_15840,Alcohol,425.87,844,V004,1985-04-30 11:05:32.762990,N
15841,Product_15841,Snacks,47.99,215,V001,1985-04-29 11:05:32.762992,Y
15842,Product_15842,Alcohol,229.56,189,V002,1985-04-28 11:05:32.762994,
15843,Product_15843,Raw Material,95.05,632,V003,1985-04-27 11:05:32.762997,N
15844,Product_15844,Snacks,113.43,637,V002,1985-04-26 11:05:32.762999,Y
15845,Product_15845,Raw Material,62.11,70,V002,1985-04-25 11:05:32.763001,Y
15846,Product_15846,Beverages,93.59,506,V005,1985-04-24 11:05:32.763003,N
15847,Product_15847,Beverages,166.72,829,V004,1985-04-23 11:05:32.763005,
15848,Product_15848,Merchandise,236.42,121,V005,1985-04-22 11:05:32.763007,Y
15849,Product_15849,Alcohol,376.35,153,V004,1985-04-21 11:05:32.763009,N
15850,Product_15850,Merchandise,490.74,426,V001,1985-04-20 11:05:32.763011,
15851,Product_15851,Beverages,173.57,615,V003,1985-04-19 11:05:32.763013,N
15852,Product_15852,Beverages,94.61,529,V005,1985-04-18 11:05:32.763015,Y
15853,Product_15853,Beverages,11.42,266,V001,1985-04-17 11:05:32.763017,
15854,Product_15854,Merchandise,39.86,254,V002,1985-04-16 11:05:32.763019,
15855,Product_15855,Beverages,366.13,768,V005,1985-04-15 11:05:32.763021,N
15856,Product_15856,Alcohol,305.86,794,V001,1985-04-14 11:05:32.763023,Y
15857,Product_15857,Merchandise,446.9,920,V004,1985-04-13 11:05:32.763025,N
15858,Product_15858,Raw Material,13.47,298,V004,1985-04-12 11:05:32.763027,Y
15859,Product_15859,Beverages,40.29,273,V002,1985-04-11 11:05:32.763030,
15860,Product_15860,Snacks,106.7,79,V005,1985-04-10 11:05:32.763032,Y
15861,Product_15861,Beverages,404.52,-3,V002,1985-04-09 11:05:32.763034,
15862,Product_15862,Merchandise,318.68,48,V001,1985-04-08 11:05:32.763036,
15863,Product_15863,Merchandise,248.09,496,V005,1985-04-07 11:05:32.763038,Y
15864,Product_15864,Snacks,180.36,374,V002,1985-04-06 11:05:32.763040,
15865,Product_15865,Beverages,425.56,968,V003,1985-04-05 11:05:32.763042,
15866,Product_15866,Raw Material,469.1,619,V001,1985-04-04 11:05:32.763044,Y
15867,Product_15867,Raw Material,432.27,541,V004,1985-04-03 11:05:32.763046,
15868,Product_15868,Snacks,210.08,259,V003,1985-04-02 11:05:32.763048,N
15869,Product_15869,Alcohol,50.02,609,V002,1985-04-01 11:05:32.763050,Y
15870,Product_15870,Snacks,307.79,399,V001,1985-03-31 11:05:32.763052,
15871,Product_15871,Raw Material,26.62,481,V003,1985-03-30 11:05:32.763054,
15872,Product_15872,Alcohol,123.42,105,V003,1985-03-29 11:05:32.763056,Y
15873,Product_15873,Beverages,149.6,62,V001,1985-03-28 11:05:32.763058,
15874,Product_15874,Raw Material,58.99,801,V004,1985-03-27 11:05:32.763060,Y
15875,Product_15875,Snacks,98.61,357,V001,1985-03-26 11:05:32.763062,Y
15876,Product_15876,Alcohol,270.32,617,V002,1985-03-25 11:05:32.763064,
15877,Product_15877,Raw Material,88.26,497,V005,1985-03-24 11:05:32.763066,N
15878,Product_15878,Raw Material,72.94,477,V002,1985-03-23 11:05:32.763070,Y
15879,Product_15879,Merchandise,347.83,706,V004,1985-03-22 11:05:32.763072,Y
15880,Product_15880,Merchandise,309.18,160,V002,1985-03-21 11:05:32.763074,Y
15881,Product_15881,Raw Material,180.51,625,V005,1985-03-20 11:05:32.763076,Y
15882,Product_15882,Alcohol,416.12,168,V001,1985-03-19 11:05:32.763078,
15883,Product_15883,Raw Material,36.87,496,V005,1985-03-18 11:05:32.763081,
15884,Product_15884,Alcohol,340.0,955,V005,1985-03-17 11:05:32.763083,Y
15885,Product_15885,Snacks,450.91,964,V001,1985-03-16 11:05:32.763085,N
15886,Product_15886,Raw Material,54.6,365,V003,1985-03-15 11:05:32.763087,N
15887,Product_15887,Merchandise,102.17,971,V001,1985-03-14 11:05:32.763089,
15888,Product_15888,Snacks,494.84,321,V001,1985-03-13 11:05:32.763091,
15889,Product_15889,Beverages,205.61,-8,V003,1985-03-12 11:05:32.763093,N
15890,Product_15890,Merchandise,209.97,253,V004,1985-03-11 11:05:32.763095,
15891,Product_15891,Raw Material,195.07,676,V002,1985-03-10 11:05:32.763097,N
15892,Product_15892,Raw Material,419.06,160,V002,1985-03-09 11:05:32.763099,
15893,Product_15893,Alcohol,449.42,46,V002,1985-03-08 11:05:32.763101,
15894,Product_15894,Merchandise,455.49,536,V004,1985-03-07 11:05:32.763103,
15895,Product_15895,Alcohol,395.72,650,V001,1985-03-06 11:05:32.763105,N
15896,Product_15896,Raw Material,372.53,742,V005,1985-03-05 11:05:32.763107,N
15897,Product_15897,Merchandise,35.87,282,V005,1985-03-04 11:05:32.763109,Y
15898,Product_15898,Alcohol,192.91,130,V002,1985-03-03 11:05:32.763111,
15899,Product_15899,Alcohol,455.0,128,V003,1985-03-02 11:05:32.763113,Y
15900,Product_15900,Raw Material,286.6,597,V002,1985-03-01 11:05:32.763115,
15901,Product_15901,Alcohol,19.68,606,V001,1985-02-28 11:05:32.763117,Y
15902,Product_15902,Merchandise,306.95,925,V003,1985-02-27 11:05:32.763119,Y
15903,Product_15903,Merchandise,345.9,34,V001,1985-02-26 11:05:32.763121,
15904,Product_15904,Raw Material,357.17,407,V005,1985-02-25 11:05:32.763123,N
15905,Product_15905,Merchandise,143.45,942,V002,1985-02-24 11:05:32.763125,Y
15906,Product_15906,Merchandise,229.04,836,V001,1985-02-23 11:05:32.763127,Y
15907,Product_15907,Alcohol,63.37,263,V004,1985-02-22 11:05:32.763129,N
15908,Product_15908,Raw Material,68.95,420,V003,1985-02-21 11:05:32.763131,
15909,Product_15909,Beverages,205.49,718,V002,1985-02-20 11:05:32.763133,
15910,Product_15910,Snacks,458.34,602,V002,1985-02-19 11:05:32.763135,N
15911,Product_15911,Merchandise,342.55,412,V003,1985-02-18 11:05:32.763137,N
15912,Product_15912,Alcohol,165.15,546,V003,1985-02-17 11:05:32.763139,
15913,Product_15913,Raw Material,352.9,197,V004,1985-02-16 11:05:32.763141,Y
15914,Product_15914,Alcohol,338.29,618,V005,1985-02-15 11:05:32.763143,Y
15915,Product_15915,Raw Material,279.71,265,V001,1985-02-14 11:05:32.763145,
15916,Product_15916,Raw Material,459.63,512,V001,1985-02-13 11:05:32.763148,Y
15917,Product_15917,Alcohol,140.17,355,V002,1985-02-12 11:05:32.763150,
15918,Product_15918,Merchandise,275.12,576,V003,1985-02-11 11:05:32.763152,Y
15919,Product_15919,Raw Material,54.33,443,V003,1985-02-10 11:05:32.763154,N
15920,Product_15920,Merchandise,332.78,830,V002,1985-02-09 11:05:32.763156,
15921,Product_15921,Merchandise,255.37,408,V001,1985-02-08 11:05:32.763158,Y
15922,Product_15922,Snacks,228.87,825,V003,1985-02-07 11:05:32.763160,Y
15923,Product_15923,Merchandise,82.29,758,V005,1985-02-06 11:05:32.763162,Y
15924,Product_15924,Alcohol,393.4,599,V001,1985-02-05 11:05:32.763164,N
15925,Product_15925,Raw Material,226.85,233,V003,1985-02-04 11:05:32.763166,
15926,Product_15926,Beverages,59.84,106,V001,1985-02-03 11:05:32.763168,
15927,Product_15927,Snacks,70.34,750,V002,1985-02-02 11:05:32.763170,N
15928,Product_15928,Raw Material,265.97,882,V002,1985-02-01 11:05:32.763172,N
15929,Product_15929,Alcohol,316.5,711,V004,1985-01-31 11:05:32.763174,Y
15930,Product_15930,Merchandise,36.5,614,V005,1985-01-30 11:05:32.763176,Y
15931,Product_15931,Snacks,143.92,591,V005,1985-01-29 11:05:32.763178,
15932,Product_15932,Raw Material,400.66,617,V005,1985-01-28 11:05:32.763180,N
15933,Product_15933,Beverages,305.33,41,V004,1985-01-27 11:05:32.763182,Y
15934,Product_15934,Merchandise,225.83,482,V005,1985-01-26 11:05:32.763184,N
15935,Product_15935,Snacks,418.73,467,V004,1985-01-25 11:05:32.763186,N
15936,Product_15936,Raw Material,352.65,183,V004,1985-01-24 11:05:32.763188,N
15937,Product_15937,Merchandise,176.33,116,V005,1985-01-23 11:05:32.763190,
15938,Product_15938,Snacks,339.66,192,V005,1985-01-22 11:05:32.763193,N
15939,Product_15939,Beverages,306.79,384,V005,1985-01-21 11:05:32.763195,N
15940,Product_15940,Beverages,466.69,996,V005,1985-01-20 11:05:32.763197,N
15941,Product_15941,Alcohol,49.32,48,V003,1985-01-19 11:05:32.763199,
15942,Product_15942,Snacks,464.54,782,V001,1985-01-18 11:05:32.763201,Y
15943,Product_15943,Alcohol,350.05,127,V002,1985-01-17 11:05:32.763203,Y
15944,Product_15944,Merchandise,38.07,545,V004,1985-01-16 11:05:32.763205,Y
15945,Product_15945,Snacks,499.36,485,V004,1985-01-15 11:05:32.763207,N
15946,Product_15946,Beverages,149.06,39,V004,1985-01-14 11:05:32.763209,
15947,Product_15947,Merchandise,186.65,720,V001,1985-01-13 11:05:32.763211,Y
15948,Product_15948,Alcohol,261.14,420,V001,1985-01-12 11:05:32.763213,N
15949,Product_15949,Raw Material,476.42,610,V001,1985-01-11 11:05:32.763215,N
15950,Product_15950,Merchandise,113.06,901,V004,1985-01-10 11:05:32.763217,
15951,Product_15951,Merchandise,174.63,500,V003,1985-01-09 11:05:32.763219,Y
15952,Product_15952,Alcohol,89.95,920,V003,1985-01-08 11:05:32.763221,Y
15953,Product_15953,Raw Material,65.45,601,V003,1985-01-07 11:05:32.763223,
15954,Product_15954,Beverages,238.59,250,V002,1985-01-06 11:05:32.763225,Y
15955,Product_15955,Snacks,386.58,91,V005,1985-01-05 11:05:32.763227,
15956,Product_15956,Merchandise,427.82,996,V004,1985-01-04 11:05:32.763229,
15957,Product_15957,Merchandise,271.96,432,V002,1985-01-03 11:05:32.763231,Y
15958,Product_15958,Merchandise,274.35,992,V005,1985-01-02 11:05:32.763233,
15959,Product_15959,Raw Material,56.99,907,V005,1985-01-01 11:05:32.763236,N
15960,Product_15960,Snacks,490.16,238,V002,1984-12-31 11:05:32.763238,N
15961,Product_15961,Beverages,253.55,378,V001,1984-12-30 11:05:32.763240,N
15962,Product_15962,Raw Material,95.43,747,V001,1984-12-29 11:05:32.763242,
15963,Product_15963,Snacks,68.48,709,V001,1984-12-28 11:05:32.763244,N
15964,Product_15964,Alcohol,154.88,639,V002,1984-12-27 11:05:32.763248,Y
15965,Product_15965,Alcohol,352.01,35,V003,1984-12-26 11:05:32.763250,Y
15966,Product_15966,Alcohol,102.46,573,V003,1984-12-25 11:05:32.763252,N
15967,Product_15967,Merchandise,239.2,267,V002,1984-12-24 11:05:32.763254,N
15968,Product_15968,Merchandise,282.3,622,V004,1984-12-23 11:05:32.763256,
15969,Product_15969,Merchandise,462.46,83,V003,1984-12-22 11:05:32.763258,
15970,Product_15970,Raw Material,313.54,596,V005,1984-12-21 11:05:32.763260,N
15971,Product_15971,Snacks,454.05,948,V002,1984-12-20 11:05:32.763262,N
15972,Product_15972,Merchandise,70.09,74,V001,1984-12-19 11:05:32.763264,Y
15973,Product_15973,Merchandise,143.62,642,V002,1984-12-18 11:05:32.763266,
15974,Product_15974,Alcohol,234.56,743,V005,1984-12-17 11:05:32.763268,
15975,Product_15975,Alcohol,339.33,961,V003,1984-12-16 11:05:32.763270,Y
15976,Product_15976,Raw Material,25.32,633,V002,1984-12-15 11:05:32.763272,N
15977,Product_15977,Snacks,343.32,760,V002,1984-12-14 11:05:32.763274,Y
15978,Product_15978,Merchandise,490.89,98,V004,1984-12-13 11:05:32.763276,Y
15979,Product_15979,Raw Material,432.83,972,V005,1984-12-12 11:05:32.763278,
15980,Product_15980,Alcohol,460.32,784,V004,1984-12-11 11:05:32.763280,N
15981,Product_15981,Merchandise,119.48,324,V003,1984-12-10 11:05:32.763282,N
15982,Product_15982,Merchandise,487.1,525,V003,1984-12-09 11:05:32.763284,N
15983,Product_15983,Snacks,78.9,0,V004,1984-12-08 11:05:32.763286,Y
15984,Product_15984,Merchandise,93.28,290,V005,1984-12-07 11:05:32.763288,
15985,Product_15985,Merchandise,290.37,841,V003,1984-12-06 11:05:32.763290,N
15986,Product_15986,Alcohol,295.32,356,V004,1984-12-05 11:05:32.763292,N
15987,Product_15987,Raw Material,128.65,689,V005,1984-12-04 11:05:32.763294,
15988,Product_15988,Alcohol,231.2,220,V001,1984-12-03 11:05:32.763297,Y
15989,Product_15989,Snacks,252.58,750,V005,1984-12-02 11:05:32.763299,N
15990,Product_15990,Alcohol,443.38,133,V003,1984-12-01 11:05:32.763301,
15991,Product_15991,Beverages,391.22,304,V003,1984-11-30 11:05:32.763303,Y
15992,Product_15992,Alcohol,279.15,673,V001,1984-11-29 11:05:32.763305,N
15993,Product_15993,Raw Material,90.53,135,V004,1984-11-28 11:05:32.763307,N
15994,Product_15994,Raw Material,397.84,99,V004,1984-11-27 11:05:32.763309,
15995,Product_15995,Merchandise,399.82,786,V005,1984-11-26 11:05:32.763311,
15996,Product_15996,Merchandise,35.88,111,V005,1984-11-25 11:05:32.763313,Y
15997,Product_15997,Merchandise,372.19,337,V004,1984-11-24 11:05:32.763315,N
15998,Product_15998,Beverages,284.22,249,V004,1984-11-23 11:05:32.763317,
15999,Product_15999,Snacks,498.65,694,V003,1984-11-22 11:05:32.763319,Y
16000,Product_16000,Beverages,144.45,748,V001,1984-11-21 11:05:32.763321,N
16001,Product_16001,Alcohol,39.91,533,V005,1984-11-20 11:05:32.763323,Y
16002,Product_16002,Beverages,483.17,654,V005,1984-11-19 11:05:32.763325,
16003,Product_16003,Snacks,277.21,939,V001,1984-11-18 11:05:32.763327,
16004,Product_16004,Beverages,366.81,437,V005,1984-11-17 11:05:32.763329,Y
16005,Product_16005,Merchandise,93.99,664,V001,1984-11-16 11:05:32.763331,
16006,Product_16006,Raw Material,383.61,434,V002,1984-11-15 11:05:32.763333,
16007,Product_16007,Snacks,85.66,841,V004,1984-11-14 11:05:32.763335,Y
16008,Product_16008,Beverages,27.06,706,V001,1984-11-13 11:05:32.763337,Y
16009,Product_16009,Beverages,224.65,736,V003,1984-11-12 11:05:32.763339,N
16010,Product_16010,Merchandise,163.22,171,V001,1984-11-11 11:05:32.763341,
16011,Product_16011,Raw Material,254.86,170,V001,1984-11-10 11:05:32.763343,N
16012,Product_16012,Alcohol,315.06,665,V001,1984-11-09 11:05:32.763345,Y
16013,Product_16013,Alcohol,20.61,101,V001,1984-11-08 11:05:32.763347,
16014,Product_16014,Alcohol,414.54,741,V001,1984-11-07 11:05:32.763349,N
16015,Product_16015,Raw Material,274.03,281,V001,1984-11-06 11:05:32.763351,
16016,Product_16016,Merchandise,406.22,147,V005,1984-11-05 11:05:32.763353,
16017,Product_16017,Beverages,57.24,454,V004,1984-11-04 11:05:32.763355,Y
16018,Product_16018,Alcohol,245.12,10,V004,1984-11-03 11:05:32.763357,
16019,Product_16019,Raw Material,223.17,1,V003,1984-11-02 11:05:32.763360,Y
16020,Product_16020,Beverages,332.64,338,V004,1984-11-01 11:05:32.763362,N
16021,Product_16021,Alcohol,113.19,749,V002,1984-10-31 11:05:32.763364,N
16022,Product_16022,Raw Material,261.89,383,V004,1984-10-30 11:05:32.763366,N
16023,Product_16023,Raw Material,216.02,126,V001,1984-10-29 11:05:32.763368,
16024,Product_16024,Snacks,383.56,222,V004,1984-10-28 11:05:32.763370,N
16025,Product_16025,Snacks,418.09,712,V003,1984-10-27 11:05:32.763372,N
16026,Product_16026,Raw Material,495.88,701,V003,1984-10-26 11:05:32.763374,Y
16027,Product_16027,Raw Material,364.53,681,V004,1984-10-25 11:05:32.763376,N
16028,Product_16028,Alcohol,279.0,988,V002,1984-10-24 11:05:32.763378,N
16029,Product_16029,Alcohol,487.45,301,V004,1984-10-23 11:05:32.763380,N
16030,Product_16030,Snacks,374.81,594,V003,1984-10-22 11:05:32.763382,
16031,Product_16031,Alcohol,224.1,968,V002,1984-10-21 11:05:32.763384,
16032,Product_16032,Alcohol,75.91,637,V002,1984-10-20 11:05:32.763386,
16033,Product_16033,Snacks,455.32,213,V004,1984-10-19 11:05:32.763388,
16034,Product_16034,Alcohol,255.76,825,V004,1984-10-18 11:05:32.763390,
16035,Product_16035,Merchandise,97.95,219,V001,1984-10-17 11:05:32.763392,
16036,Product_16036,Merchandise,79.62,957,V001,1984-10-16 11:05:32.763394,Y
16037,Product_16037,Raw Material,299.97,108,V004,1984-10-15 11:05:32.763396,
16038,Product_16038,Snacks,283.14,636,V003,1984-10-14 11:05:32.763398,Y
16039,Product_16039,Beverages,255.03,371,V001,1984-10-13 11:05:32.763400,Y
16040,Product_16040,Merchandise,181.62,9,V001,1984-10-12 11:05:32.763402,N
16041,Product_16041,Alcohol,151.16,174,V005,1984-10-11 11:05:32.763404,Y
16042,Product_16042,Merchandise,135.04,955,V001,1984-10-10 11:05:32.763406,N
16043,Product_16043,Beverages,356.86,834,V001,1984-10-09 11:05:32.763408,N
16044,Product_16044,Merchandise,342.42,968,V002,1984-10-08 11:05:32.763410,N
